City_ID,City,Country,Date,Lat,Lng,Current Description,Max Temp,Humidity,Cloudiness,Wind Speed
259,Sitagroi,GR,2022-10-06 04:32:55,41.1167,24.0333,broken clouds,52.79,59,51,3.53
260,La Ronge,CA,2022-10-06 04:30:22,55.1001,-105.2842,few clouds,34.05,69,20,4.61
261,Mallaig,CA,2022-10-06 04:32:56,54.2169,-111.3685,overcast clouds,38.98,51,99,7.16
262,Brigantine,US,2022-10-06 04:32:40,39.4101,-74.3646,overcast clouds,60.06,95,100,3.44
263,Beysehir,TR,2022-10-06 04:32:56,37.6773,31.7246,broken clouds,53.85,75,75,7.2
264,Nuevo Ideal,MX,2022-10-06 04:32:57,24.8875,-105.0728,broken clouds,55.06,83,83,2.62
265,Mersing,MY,2022-10-06 04:32:57,2.4312,103.8405,scattered clouds,84.11,84,40,4.61
266,Kholtoson,RU,2022-10-06 04:32:58,50.2981,103.3097,broken clouds,43.45,31,84,4.38
267,Bafra,TR,2022-10-06 04:32:58,41.5678,35.9069,overcast clouds,61.83,75,99,2.95
268,Noumea,NC,2022-10-06 04:32:58,-22.2763,166.4572,overcast clouds,78.01,99,98,19.26
269,Guerrero Negro,MX,2022-10-06 04:29:48,27.9769,-114.0611,clear sky,69.93,81,0,13.35
270,Adrar,MR,2022-10-06 04:32:59,20.5022,-10.0711,clear sky,83.57,15,3,11.18
271,Saquarema,BR,2022-10-06 04:32:59,-22.92,-42.5103,overcast clouds,67.89,90,100,9.95
272,Qasigiannguit,GL,2022-10-06 04:32:59,68.8193,-51.1922,overcast clouds,26.85,81,90,5.57
273,Rabo De Peixe,PT,2022-10-06 04:33:00,37.8,-25.5833,few clouds,68.27,94,20,4.61
274,Morondava,MG,2022-10-06 04:33:00,-20.2833,44.2833,scattered clouds,78.15,73,34,7.11
275,Vardo,NO,2022-10-06 04:33:01,70.3705,31.1107,overcast clouds,46.38,81,100,20.71
276,Sisimiut,GL,2022-10-06 04:33:01,66.9395,-53.6735,light snow,30.47,89,99,6.13
277,Provideniya,RU,2022-10-06 04:34:01,64.3833,-173.3,light rain,42.15,85,100,30.09
278,Leningradskiy,RU,2022-10-06 04:34:02,69.3833,178.4167,overcast clouds,27.07,90,97,5.79
279,Yuncheng,CN,2022-10-06 04:34:02,35.0231,110.9928,overcast clouds,52.47,69,100,4.32
280,Hualmay,PE,2022-10-06 04:34:03,-11.0964,-77.6139,few clouds,60.06,83,20,9.73
281,Abu Samrah,SY,2022-10-06 04:34:03,35.3029,37.1841,clear sky,69.19,52,0,3.69
282,Aykhal,RU,2022-10-06 04:34:04,66.0,111.5,overcast clouds,20.14,90,89,10.2
283,El Tigre,VE,2022-10-06 04:34:04,8.8875,-64.2454,overcast clouds,73.0,95,100,6.89
284,Paris,FR,2022-10-06 04:33:48,48.8534,2.3488,clear sky,54.1,88,0,8.05
285,Kununurra,AU,2022-10-06 04:34:05,-15.7667,128.7333,scattered clouds,96.78,38,40,8.05
286,Santo Domingo,DO,2022-10-06 04:33:37,18.5001,-69.9886,overcast clouds,79.03,96,93,5.23
287,Beringovskiy,RU,2022-10-06 04:34:05,63.05,179.3167,scattered clouds,39.67,59,38,28.16
288,Qiongshan,CN,2022-10-06 04:34:06,20.0058,110.3542,broken clouds,87.78,70,75,17.9
289,Road Town,VG,2022-10-06 04:34:06,18.4167,-64.6167,few clouds,82.49,76,13,18.9
290,Monrovia,LR,2022-10-06 04:34:06,6.3005,-10.7969,overcast clouds,76.33,86,100,2.8
291,Nova Olimpia,BR,2022-10-06 04:34:07,-14.7972,-57.2881,few clouds,77.61,69,12,3.91
292,Rota,ES,2022-10-06 04:34:07,36.6224,-6.3586,clear sky,66.33,77,0,1.14
293,Porto Novo,BJ,2022-10-06 04:32:40,6.4965,2.6036,light rain,78.62,92,57,5.01
294,Saint-Pierre,RE,2022-10-06 04:34:08,-21.3393,55.4781,clear sky,78.57,53,0,4.61
295,Bubaque,GW,2022-10-06 04:34:08,11.2833,-15.8333,light rain,81.18,82,52,6.89
296,Inhambane,MZ,2022-10-06 04:34:08,-23.865,35.3833,clear sky,75.74,77,0,7.07
297,Namatanai,PG,2022-10-06 04:34:09,-3.6667,152.4333,light rain,85.14,68,91,10.98
298,Worthington,US,2022-10-06 04:34:09,40.0931,-83.018,clear sky,53.73,80,0,0.0
299,Sobolevo,RU,2022-10-06 04:34:10,54.4299,31.8996,broken clouds,45.41,97,79,6.26
300,Carnarvon,AU,2022-10-06 04:34:10,-24.8667,113.6333,clear sky,69.78,39,0,23.13
301,Viedma,AR,2022-10-06 04:30:28,-40.8135,-62.9967,clear sky,55.99,69,2,20.56
302,El Vigia,VE,2022-10-06 04:34:10,8.6219,-71.6506,overcast clouds,74.73,91,100,4.09
303,Roald,NO,2022-10-06 04:34:11,62.5833,6.1333,light intensity shower rain,53.76,87,75,25.32
304,Kahului,US,2022-10-06 04:33:35,20.8947,-156.47,scattered clouds,82.42,77,40,13.8
305,Richmond,US,2022-10-06 04:30:20,37.5538,-77.4603,few clouds,57.15,94,20,9.22
306,Dingle,PH,2022-10-06 04:34:11,10.9995,122.6711,broken clouds,86.83,69,66,10.8
307,Talcher,IN,2022-10-06 04:34:12,20.95,85.2167,broken clouds,85.6,72,57,10.85
308,Luderitz,NA,2022-10-06 04:32:58,-26.6481,15.1594,few clouds,53.42,74,12,16.75
309,Boyabat,TR,2022-10-06 04:34:12,41.4689,34.7667,overcast clouds,56.7,82,94,0.89
310,Pundaguitan,PH,2022-10-06 04:34:13,6.3711,126.1689,scattered clouds,83.71,72,47,7.72
311,Maceio,BR,2022-10-06 04:33:31,-9.6658,-35.7353,broken clouds,74.64,94,75,3.44
312,Kingaroy,AU,2022-10-06 04:34:14,-26.5333,151.8333,overcast clouds,69.35,57,92,7.29
313,Port Blair,IN,2022-10-06 04:32:54,11.6667,92.75,overcast clouds,81.64,77,100,10.49
314,Rodrigues Alves,BR,2022-10-06 04:34:15,-7.738,-72.6509,broken clouds,75.4,80,78,1.88
315,Tautira,PF,2022-10-06 04:34:15,-17.7333,-149.15,broken clouds,76.6,71,82,23.35
316,Zyryanka,RU,2022-10-06 04:34:15,65.75,150.85,light snow,21.81,88,100,27.74
317,Yinchuan,CN,2022-10-06 04:34:16,38.4681,106.2731,clear sky,61.63,25,4,1.61
318,Zhangye,CN,2022-10-06 04:34:16,38.9342,100.4517,clear sky,57.4,23,5,6.64
319,Santa Maria,BR,2022-10-06 04:34:17,-29.6842,-53.8069,light rain,59.94,98,100,7.34
320,Bethal,ZA,2022-10-06 04:34:17,-26.4579,29.4655,clear sky,58.55,44,0,7.2
321,Kamenka,RU,2022-10-06 04:34:17,51.3223,42.7678,overcast clouds,46.4,85,92,9.42
322,Jalu,LY,2022-10-06 04:34:18,29.0331,21.5482,few clouds,68.58,56,23,9.37
323,Camacari,BR,2022-10-06 04:34:19,-12.6975,-38.3242,few clouds,78.57,95,20,3.91
324,Atbasar,KZ,2022-10-06 04:34:19,51.8,68.3333,overcast clouds,55.29,32,100,8.32
325,Bela,IN,2022-10-06 04:34:20,25.9333,81.9833,overcast clouds,79.79,81,99,14.41
326,Nikolskoye,RU,2022-10-06 04:34:20,59.7035,30.7861,overcast clouds,51.69,96,100,9.4
327,Vostok,RU,2022-10-06 04:35:21,46.4856,135.8833,broken clouds,39.47,36,80,13.31
328,Valentin Gomez Farias,MX,2022-10-06 04:35:21,28.2167,-106.5833,overcast clouds,58.15,82,100,5.17
329,Englewood,US,2022-10-06 04:35:21,39.6478,-104.9878,scattered clouds,58.57,59,40,6.91
330,Pontianak,ID,2022-10-06 04:35:22,-0.0333,109.3333,broken clouds,82.38,78,75,2.3
331,Nome,US,2022-10-06 04:35:22,64.5011,-165.4064,broken clouds,42.87,76,75,21.85
332,Hervey Bay,AU,2022-10-06 04:35:22,-25.2986,152.8535,broken clouds,74.01,70,70,7.0
333,Nemuro,JP,2022-10-06 04:35:23,43.3236,145.575,overcast clouds,52.88,51,100,13.98
334,Mwanza,TZ,2022-10-06 04:35:23,-2.5167,32.9,scattered clouds,68.05,94,40,0.0
335,Gorontalo,ID,2022-10-06 04:35:23,0.5412,123.0595,scattered clouds,86.72,70,50,5.1
336,Komsomolskiy,UZ,2022-10-06 04:35:23,40.4272,71.7189,clear sky,63.32,25,0,4.61
337,Conceicao Do Araguaia,BR,2022-10-06 04:35:24,-8.2578,-49.2647,broken clouds,79.79,37,58,2.59
338,Mweka,CD,2022-10-06 04:35:24,-4.85,21.5667,overcast clouds,70.21,88,100,3.76
339,Bengkulu,ID,2022-10-06 04:35:24,-3.8004,102.2655,scattered clouds,83.12,69,29,6.82
340,Sakaiminato,JP,2022-10-06 04:35:25,35.55,133.2333,broken clouds,71.53,52,75,17.27
341,Dunedin,NZ,2022-10-06 04:32:02,-45.8742,170.5036,overcast clouds,42.75,80,87,23.09
342,Lusambo,CD,2022-10-06 04:35:25,-4.9667,23.45,overcast clouds,71.04,95,100,0.94
343,Saint Anthony,US,2022-10-06 04:35:25,45.0205,-93.218,clear sky,60.71,88,0,3.44
344,Praia Da Vitoria,PT,2022-10-06 04:35:26,38.7333,-27.0667,broken clouds,70.05,94,75,16.75
345,Jardim,BR,2022-10-06 04:34:26,-21.4803,-56.1381,broken clouds,73.02,81,75,4.85
346,Estrela,BR,2022-10-06 04:35:26,-28.0611,-50.9383,light rain,59.41,93,100,9.01
347,Marchena,ES,2022-10-06 04:35:26,37.329,-5.4168,clear sky,68.56,75,0,4.47
348,Erzin,TR,2022-10-06 04:35:27,36.9559,36.2,clear sky,72.48,76,5,1.07
349,Wana,PK,2022-10-06 04:35:27,32.2989,69.5725,clear sky,74.79,25,0,4.14
350,Auki,SB,2022-10-06 04:35:27,-8.7676,160.7034,overcast clouds,83.91,63,93,3.02
351,La Ciotat,FR,2022-10-06 04:35:28,43.1748,5.6045,clear sky,69.82,81,2,2.17
352,Omboue,GA,2022-10-06 04:35:28,-1.5746,9.2618,overcast clouds,75.0,90,92,5.68
353,Asheboro,US,2022-10-06 04:35:28,35.7079,-79.8136,clear sky,55.18,93,0,0.0
354,Karlskrona,SE,2022-10-06 04:35:29,56.1616,15.5866,broken clouds,57.65,81,80,21.83
355,Praia,CV,2022-10-06 04:35:29,14.9215,-23.5087,clear sky,77.54,78,0,3.44
356,Ahipara,NZ,2022-10-06 04:35:29,-35.1667,173.1667,broken clouds,54.27,55,60,18.66
357,Zhoucun,CN,2022-10-06 04:35:30,36.8167,117.8167,overcast clouds,61.9,48,94,2.53
358,Bambous,MU,2022-10-06 04:35:30,-20.2567,57.4061,few clouds,74.35,69,21,13.04
359,Pirapo,PY,2022-10-06 04:35:30,-26.85,-55.5333,overcast clouds,66.69,98,91,5.41
360,San Patricio,US,2022-10-06 04:35:31,28.017,-97.5169,clear sky,78.69,66,6,6.33
361,Umm Lajj,SA,2022-10-06 04:35:31,25.0213,37.2685,clear sky,87.6,40,0,7.9
362,Dieppe,FR,2022-10-06 04:35:31,49.75,1.1667,few clouds,52.2,93,20,6.38
363,Honiara,SB,2022-10-06 04:35:32,-9.4333,159.95,overcast clouds,85.06,62,90,5.53
364,Sal Rei,CV,2022-10-06 04:35:32,16.1833,-22.9167,scattered clouds,79.39,85,41,18.7
365,Tsumeb,NA,2022-10-06 04:35:32,-19.2333,17.7167,few clouds,75.11,15,18,3.96
366,Piura,PE,2022-10-06 04:33:10,-5.2,-80.6333,clear sky,62.46,80,3,8.23
367,Salvador,SV,2022-10-06 04:35:33,13.8333,-88.9167,overcast clouds,73.06,96,88,2.86
368,Lata,PT,2022-10-06 04:32:18,40.1629,-8.3327,scattered clouds,55.08,68,47,3.42
369,Shelburne,CA,2022-10-06 04:31:17,44.0787,-80.2041,overcast clouds,57.65,65,97,7.36
370,Duma,CN,2022-10-06 04:35:33,34.7653,108.135,overcast clouds,48.96,84,100,2.84
371,Husavik,IS,2022-10-06 04:35:33,66.0449,-17.3389,overcast clouds,36.03,91,100,19.1
372,Durban,ZA,2022-10-06 04:35:34,-29.8579,31.0292,light rain,68.92,94,84,1.99
373,Irbil,IQ,2022-10-06 04:35:34,36.1926,44.0106,clear sky,66.02,26,0,5.75
374,Xinyu,CN,2022-10-06 04:35:34,27.8043,114.9334,overcast clouds,64.42,72,100,4.85
375,Mount Isa,AU,2022-10-06 04:31:03,-20.7333,139.5,scattered clouds,91.17,29,40,6.91
376,Cap Malheureux,MU,2022-10-06 04:35:35,-19.9842,57.6142,clear sky,75.47,67,7,11.99
377,Baracoa,CU,2022-10-06 04:36:35,20.3467,-74.4958,overcast clouds,80.42,84,90,7.05
378,Kuala Terengganu,MY,2022-10-06 04:36:35,5.3302,103.1408,scattered clouds,87.75,74,40,5.01
379,Acapulco,MX,2022-10-06 04:32:11,16.8634,-99.8901,scattered clouds,80.42,78,40,3.44
380,Aden,YE,2022-10-06 04:36:36,12.7794,45.0367,broken clouds,85.8,72,65,4.94
381,Camacupa,AO,2022-10-06 04:36:36,-12.0167,17.4833,broken clouds,63.73,66,62,2.57
382,Nanakuli,US,2022-10-06 04:36:37,21.3906,-158.1547,clear sky,80.55,69,0,4.61
383,Barth,DE,2022-10-06 04:36:37,54.3635,12.7249,broken clouds,58.05,81,68,27.09
384,Nanortalik,GL,2022-10-06 04:36:37,60.1432,-45.2371,scattered clouds,37.9,91,43,10.85
385,Coquimbo,CL,2022-10-06 04:36:38,-29.9533,-71.3436,clear sky,53.33,87,0,4.61
386,Grants,US,2022-10-06 04:36:38,35.1473,-107.8514,light rain,50.23,93,100,5.75
387,Thibodaux,US,2022-10-06 04:36:38,29.7958,-90.8229,scattered clouds,68.99,90,28,4.61
388,Cotacachi,EC,2022-10-06 04:36:38,0.3,-78.2667,light rain,53.15,94,98,1.61
389,Ayame,CI,2022-10-06 04:36:39,5.6083,-3.1563,broken clouds,71.62,98,84,2.53
390,Nacogdoches,US,2022-10-06 04:36:40,31.6002,-94.6335,clear sky,62.24,75,0,0.0
391,Ocos,GT,2022-10-06 04:36:40,14.5094,-92.1933,overcast clouds,75.38,83,100,5.41
392,Juybar,IR,2022-10-06 04:36:41,36.6412,52.9124,clear sky,69.96,65,0,8.46
393,Tucuman,AR,2022-10-06 04:32:54,-26.8241,-65.2226,overcast clouds,62.6,59,100,10.36
394,Glens Falls,US,2022-10-06 04:36:41,43.3095,-73.644,clear sky,48.85,95,0,2.08
395,Olafsvik,IS,2022-10-06 04:36:41,64.8945,-23.7142,overcast clouds,43.57,66,98,8.5
396,Moranbah,AU,2022-10-06 04:36:42,-22.0016,148.0466,broken clouds,79.83,50,52,17.63
397,Kalmunai,LK,2022-10-06 04:36:42,7.4167,81.8167,overcast clouds,87.13,56,100,2.19
398,San Jose De Guanipa,VE,2022-10-06 04:36:42,8.8872,-64.1651,overcast clouds,73.36,95,100,6.98
399,Saint-Louis,SN,2022-10-06 04:36:43,16.3333,-15.0,scattered clouds,81.18,71,27,10.83
400,Kamloops,CA,2022-10-06 04:36:43,50.6665,-120.3192,clear sky,60.75,60,0,2.3
401,Mezen,RU,2022-10-06 04:36:43,65.8522,44.24,overcast clouds,44.65,95,100,6.38
402,Kruisfontein,ZA,2022-10-06 04:36:10,-34.0033,24.7314,few clouds,50.88,84,24,6.44
403,Meulaboh,ID,2022-10-06 04:36:44,4.1363,96.1285,broken clouds,81.27,76,82,3.31
404,Benjamin Constant,BR,2022-10-06 04:36:44,-4.3831,-70.0311,scattered clouds,75.33,77,26,0.43
405,Hami,CN,2022-10-06 04:36:44,42.8,93.45,clear sky,61.97,28,0,2.19
406,Toamasina,MG,2022-10-06 04:36:45,-18.1667,49.3833,broken clouds,68.0,94,75,2.3
407,Puquio,PE,2022-10-06 04:36:45,-14.7,-74.1333,clear sky,45.73,30,0,4.36
408,Xai-Xai,MZ,2022-10-06 04:36:45,-25.0519,33.6442,clear sky,77.02,61,0,10.96
409,Moscow,RU,2022-10-06 04:33:21,55.7522,37.6156,broken clouds,45.37,89,55,5.06
410,Constitucion,CL,2022-10-06 04:36:46,-35.3333,-72.4167,broken clouds,48.33,87,61,5.12
411,Kumta,IN,2022-10-06 04:36:46,14.4167,74.4,overcast clouds,80.74,80,100,7.96
412,Verkhoyansk,RU,2022-10-06 04:36:46,67.5447,133.385,overcast clouds,26.29,78,100,10.33
413,Torbeyevo,RU,2022-10-06 04:36:47,54.0797,43.2473,overcast clouds,43.56,85,99,10.71
414,Arklow,IE,2022-10-06 04:36:26,52.7931,-6.1414,few clouds,56.08,87,21,15.26
415,Kjollefjord,NO,2022-10-06 04:36:47,70.9457,27.3465,scattered clouds,42.85,81,40,12.66
416,Urusha,RU,2022-10-06 04:36:47,54.05,122.9,scattered clouds,41.38,34,44,5.68
417,Westport,US,2022-10-06 04:32:03,41.1415,-73.3579,broken clouds,62.15,88,75,5.75
418,Anadyr,RU,2022-10-06 04:36:48,64.75,177.4833,broken clouds,36.1,87,75,26.84
419,Ternate,ID,2022-10-06 04:36:48,0.8,127.4,broken clouds,86.45,64,79,6.31
420,Pafos,CY,2022-10-06 04:36:49,34.7667,32.4167,few clouds,62.38,59,20,12.66
421,Tabou,CI,2022-10-06 04:36:49,4.423,-7.3528,light rain,74.75,91,100,1.36
422,Severo-Kurilsk,RU,2022-10-06 04:36:49,50.6789,156.125,few clouds,46.8,63,20,14.03
423,Grand Gaube,MU,2022-10-06 04:34:11,-20.0064,57.6608,clear sky,75.6,67,7,11.99
424,Port-Cartier,CA,2022-10-06 04:37:50,50.0334,-66.8654,overcast clouds,48.42,92,97,2.93
425,East London,ZA,2022-10-06 04:33:25,-33.0153,27.9116,broken clouds,63.64,83,84,13.13
426,Las Vegas,US,2022-10-06 04:37:28,36.175,-115.1372,clear sky,83.34,23,0,5.75
427,Laguna,US,2022-10-06 04:35:53,38.421,-121.4238,clear sky,77.14,62,0,3.44
428,Nizhniy Odes,RU,2022-10-06 04:37:50,63.6445,54.856,overcast clouds,40.86,94,100,5.93
429,Itarema,BR,2022-10-06 04:37:50,-2.9248,-39.9167,clear sky,77.92,80,9,15.41
430,Tapalpa,MX,2022-10-06 04:37:51,19.95,-103.7667,overcast clouds,55.13,94,93,1.54
431,Mayor Pablo Lagerenza,PY,2022-10-06 04:37:51,-19.9309,-60.7718,scattered clouds,88.5,41,39,14.52
432,Mayumba,GA,2022-10-06 04:37:51,-3.432,10.6554,overcast clouds,75.65,89,100,6.31
433,Lashio,MM,2022-10-06 04:37:52,22.9333,97.75,broken clouds,82.04,63,51,2.84
434,Trinidad,BO,2022-10-06 04:37:52,-14.8333,-64.9,moderate rain,74.68,82,72,4.38
435,Fukue,JP,2022-10-06 04:37:52,32.6881,128.8419,moderate rain,70.16,73,75,6.91
436,Khingansk,RU,2022-10-06 04:37:53,49.1167,131.1833,scattered clouds,39.7,31,33,11.07
437,Haines Junction,CA,2022-10-06 04:37:53,60.7522,-137.5108,broken clouds,55.35,44,54,8.05
438,Sur,OM,2022-10-06 04:37:53,22.5667,59.5289,clear sky,88.21,46,0,0.96
439,Madarounfa,NE,2022-10-06 04:37:53,13.3087,7.156,broken clouds,80.56,55,71,6.78
440,Mount Gambier,AU,2022-10-06 04:37:54,-37.8333,140.7667,light rain,60.71,94,75,4.61
441,Gasa,PS,2022-10-06 04:37:54,31.5,34.4667,few clouds,69.87,73,15,5.06
442,Gamba,GA,2022-10-06 04:37:55,-2.65,10.0,overcast clouds,75.56,88,99,6.78
443,Fare,PF,2022-10-06 04:37:55,-16.7,-151.0167,clear sky,77.76,75,2,25.55
444,Isangel,VU,2022-10-06 04:34:18,-19.55,169.2667,broken clouds,80.71,78,75,9.22
445,Krasnoselkup,RU,2022-10-06 04:37:55,65.7,82.4667,overcast clouds,35.19,78,100,4.21
446,Khasan,RU,2022-10-06 04:37:56,42.4308,130.6434,broken clouds,52.59,33,83,8.28
447,Abonnema,NG,2022-10-06 04:37:56,4.7084,6.7931,light rain,75.31,91,98,3.56
448,Acajutla,SV,2022-10-06 04:37:56,13.5928,-89.8275,overcast clouds,78.06,80,100,4.7
449,Port-Gentil,GA,2022-10-06 04:37:56,-0.7193,8.7815,overcast clouds,77.43,83,100,12.44
450,Vila Franca Do Campo,PT,2022-10-06 04:37:58,37.7167,-25.4333,overcast clouds,69.19,84,97,9.93
451,Manggar,ID,2022-10-06 04:37:58,-2.8833,108.2667,overcast clouds,83.62,70,98,7.49
452,Mgandu,TZ,2022-10-06 04:37:59,-5.95,34.1333,overcast clouds,63.27,62,98,12.55
453,Aquiraz,BR,2022-10-06 04:37:59,-3.9014,-38.3911,scattered clouds,80.69,81,48,13.76
454,Yurla,RU,2022-10-06 04:38:00,59.3259,54.3223,overcast clouds,44.04,80,100,6.6
455,Petropavlovsk-Kamchatskiy,RU,2022-10-06 04:38:00,53.0452,158.6483,broken clouds,46.99,46,75,15.66
456,Marystown,CA,2022-10-06 04:38:00,47.1666,-55.1483,overcast clouds,49.55,77,100,3.29
457,Takhtamygda,RU,2022-10-06 04:38:01,54.1,123.5667,broken clouds,41.76,36,54,5.88
458,Tsaratanana,MG,2022-10-06 04:38:01,-16.7833,47.65,clear sky,73.94,50,0,10.74
459,Mosquera,CO,2022-10-06 04:35:14,4.7059,-74.2302,broken clouds,53.69,94,75,4.61
460,Tiznit,MA,2022-10-06 04:38:02,29.5833,-9.5,broken clouds,69.42,53,84,1.12
461,Dubai,AE,2022-10-06 04:36:16,25.2582,55.3047,haze,85.93,79,0,4.61
462,Buraydah,SA,2022-10-06 04:38:02,26.326,43.975,clear sky,70.25,15,0,1.1
463,Malakal,SS,2022-10-06 04:38:03,9.5334,31.6605,broken clouds,72.03,90,81,3.04
464,Carlibaba,RO,2022-10-06 04:38:03,47.5833,25.1333,overcast clouds,39.18,74,100,4.03
465,Souillac,MU,2022-10-06 04:38:00,-20.5167,57.5167,light rain,75.58,69,40,12.66
466,Novoagansk,RU,2022-10-06 04:38:04,61.9449,76.6625,scattered clouds,38.35,71,35,4.14
467,Faya,SA,2022-10-06 04:33:26,18.3851,42.4509,scattered clouds,66.72,25,29,10.51
468,San Policarpo,PH,2022-10-06 04:39:04,12.1791,125.5072,scattered clouds,83.66,79,49,7.16
469,Ketchikan,US,2022-10-06 04:39:05,55.3422,-131.6461,overcast clouds,57.67,94,100,0.0
470,Albury,AU,2022-10-06 04:39:05,-36.0833,146.9167,overcast clouds,62.15,94,100,8.05
471,Allada,BJ,2022-10-06 04:39:05,6.6655,2.1514,scattered clouds,77.76,98,49,3.6
472,Liverpool,GB,2022-10-06 04:34:22,53.4106,-2.9779,clear sky,53.71,82,0,13.8
473,Parvatipuram,IN,2022-10-06 04:39:06,18.7833,83.4333,light rain,80.87,84,99,4.09
474,Linxia,CN,2022-10-06 04:39:06,35.6003,103.2064,overcast clouds,54.36,51,100,6.08
475,Havelock,US,2022-10-06 04:39:06,34.8791,-76.9013,clear sky,60.94,91,0,3.27
476,Jerome,US,2022-10-06 04:36:43,42.7241,-114.5186,clear sky,61.63,44,0,3.44
477,Alugan,PH,2022-10-06 04:39:07,12.2188,125.4808,scattered clouds,83.48,80,48,6.96
478,Xining,CN,2022-10-06 04:36:47,36.6167,101.7667,overcast clouds,47.01,72,99,5.41
479,Tanout,NE,2022-10-06 04:39:07,14.9709,8.8879,overcast clouds,84.09,38,85,4.9
480,Hambantota,LK,2022-10-06 04:39:07,6.1241,81.1185,scattered clouds,89.94,62,40,13.8
481,Ekhabi,RU,2022-10-06 04:39:08,53.5102,142.9671,light rain,38.5,59,97,18.59
482,Thanatpin,MM,2022-10-06 04:39:08,17.2119,96.3033,broken clouds,87.98,70,77,4.45
483,Phek,IN,2022-10-06 04:39:09,25.6667,94.5,broken clouds,70.48,74,77,1.86
484,Mazatlan,MX,2022-10-06 04:39:09,23.2167,-106.4167,broken clouds,83.01,84,75,1.99
485,Kepala Batas,MY,2022-10-06 04:39:09,5.5171,100.4265,few clouds,86.02,74,20,3.44
486,Harnai,PK,2022-10-06 04:39:10,30.1005,67.9374,clear sky,80.87,21,0,3.2
487,Dingli,MT,2022-10-06 04:39:10,35.8614,14.3822,few clouds,64.81,82,20,2.3
488,Tahoua,NE,2022-10-06 04:39:10,14.8888,5.2692,broken clouds,83.03,57,68,7.63
489,Catamarca,AR,2022-10-06 04:39:10,-28.4696,-65.7852,overcast clouds,56.77,77,98,1.99
490,Banepa,NP,2022-10-06 04:39:11,27.6298,85.5214,overcast clouds,64.72,100,100,8.05
491,Bratsk,RU,2022-10-06 04:39:11,56.1325,101.6142,overcast clouds,34.29,71,99,11.34
492,Belyy Yar,RU,2022-10-06 04:39:11,53.6039,91.3903,clear sky,42.69,70,0,2.24
493,Nouadhibou,MR,2022-10-06 04:39:12,20.931,-17.0347,overcast clouds,78.78,50,86,18.41
494,Sistranda,NO,2022-10-06 04:39:12,63.7256,8.834,light rain,48.16,80,80,32.75
495,Awjilah,LY,2022-10-06 04:39:12,29.1081,21.2869,broken clouds,69.69,54,70,11.59
496,Wellington,NZ,2022-10-06 04:39:13,-41.2866,174.7756,clear sky,51.06,50,5,20.71
497,Tefe,BR,2022-10-06 04:39:13,-3.3542,-64.7114,scattered clouds,76.48,77,46,1.28
498,Yulara,AU,2022-10-06 04:39:13,-25.2406,130.9889,clear sky,94.84,11,3,20.71
499,Miami,US,2022-10-06 04:38:30,25.7743,-80.1937,scattered clouds,79.02,76,40,3.44
500,Baykit,RU,2022-10-06 04:39:14,61.67,96.37,broken clouds,36.46,74,82,4.99
501,Nola,IT,2022-10-06 04:39:14,40.922,14.5329,overcast clouds,65.62,79,97,3.2
502,Carauari,BR,2022-10-06 04:37:04,-4.8828,-66.8958,broken clouds,76.75,73,72,1.74
503,Takoradi,GH,2022-10-06 04:39:14,4.8845,-1.7554,light rain,74.41,93,61,6.49
504,Seversk,RU,2022-10-06 04:39:15,56.6006,84.8864,overcast clouds,38.08,91,100,5.77
505,Kavieng,PG,2022-10-06 04:39:15,-2.5744,150.7967,broken clouds,84.52,72,78,11.74
506,Kitob,UZ,2022-10-06 04:39:16,39.0843,66.8332,clear sky,69.67,14,0,3.4
507,Poum,NC,2022-10-06 04:39:16,-20.2333,164.0167,overcast clouds,74.64,63,98,13.22
508,Maarianhamina,AX,2022-10-06 04:39:17,60.0973,19.9348,overcast clouds,57.06,88,100,20.71
509,Kutum,SD,2022-10-06 04:39:17,14.2,24.6667,broken clouds,76.37,30,57,5.88
510,Airai,TL,2022-10-06 04:39:17,-8.9266,125.4092,overcast clouds,75.27,53,98,2.98
511,Bhimunipatnam,IN,2022-10-06 04:39:18,17.8833,83.4333,overcast clouds,85.51,80,100,8.46
512,Disna,BY,2022-10-06 04:39:18,55.568,28.1971,few clouds,45.09,94,20,8.16
513,Impfondo,CG,2022-10-06 04:39:19,1.6381,18.0667,overcast clouds,70.65,98,100,1.25
514,Padang,ID,2022-10-06 04:39:19,-0.9492,100.3543,overcast clouds,86.05,73,91,7.16
515,Sorland,NO,2022-10-06 04:40:19,67.667,12.6934,overcast clouds,48.06,79,100,36.75
516,College,US,2022-10-06 04:40:20,64.8569,-147.8028,scattered clouds,42.91,79,40,0.0
517,Broome,US,2022-10-06 04:40:20,42.2506,-75.833,clear sky,52.63,78,4,2.04
518,Catalao,BR,2022-10-06 04:40:20,-18.1658,-47.9464,broken clouds,68.54,77,60,2.53
519,Bardiyah,LY,2022-10-06 04:40:21,31.7561,25.0865,clear sky,69.96,63,0,7.43
520,Igarka,RU,2022-10-06 04:40:21,67.4667,86.5833,overcast clouds,32.59,79,100,4.5
521,Santa,PH,2022-10-06 04:37:42,17.486,120.4348,broken clouds,88.02,59,61,8.23
522,Pangnirtung,CA,2022-10-06 04:37:15,66.1451,-65.7125,light snow,30.45,92,100,2.75
523,Daru,PG,2022-10-06 04:40:22,-9.0763,143.2092,overcast clouds,82.8,81,99,15.68
